lesson,type,promptEN,promptTE,A,B,C,D,correct,feedbackEN,feedbackTE
29,mcq,(CONTRAST) I ____ the book. (Completion),(CONTRAST) నేను పుస్తకం ____. (పూర్తి),am reading,read,have been reading,have read,D,L22 (Present Perfect): 'I have finished it'. Focus is on completion.,L22 (ప్రెజెంట్ పర్ఫెక్ట్): 'నేను పూర్తి చేశాను'. పూర్తి చేయడంపై దృష్టి.
29,mcq,(CONTRAST) I ____ the book. (Duration),(CONTRAST) నేను పుస్తకం ____. (వ్యవధి),am reading,read,have been reading,have read,C,L29 (Pres. Perf. Cont.): 'I am still reading it'. Focus is on the ongoing activity.,L29 (ప్రె. పర్. కంటి.): 'నేను ఇంకా చదువుతున్నాను'. కొనసాగుతున్న కార్యకలాపంపై దృష్టి.
29,mcq,My sister ____ (cook) for three hours!,మా సోదరి మూడు గంటలుగా ____ (వంట చేస్తూ) ఉంది!,is cooking,cooks,has been cooking,has cooked,C,For three hours' is a duration.,మూడు గంటలుగా' ఒక వ్యవధి.
29,mcq,My sister ____ (cook) dinner. (Result),మా సోదరి రాత్రి భోజనం ____ (వండింది). (ఫలితం),is cooking,cooks,has been cooking,has cooked,D,has cooked' focuses on the *result* (the dinner is ready).,has cooked' *ఫలితం*పై (రాత్రి భోజనం సిద్ధంగా ఉంది) దృష్టి పెడుతుంది.
29,mcq,My sister ____ (cook) dinner right now. (Now),మా సోదరి *ఇప్పుడే* రాత్రి భోజనం ____ (వంట చేస్తోంది). (ఇప్పుడు),is cooking,cooks,has been cooking,has cooked,A,right now' is the keyword for Present Continuous.,right now' ప్రెజెంట్ కంటిన్యూయస్ కోసం కీలకపదం.
29,mcq,He ____ (not) for a long time.,అతను చాలా కాలంగా ____ (not).,isn't sleeping,doesn't sleep,hasn't been sleeping,didn't sleep,C,For a long time' (duration) requires the Present Perfect Continuous.,చాలా కాలంగా' (వ్యవధి)కు ప్రెజెంట్ పర్ఫెక్ట్ కంటిన్యూయస్ అవసరం.
29,mcq,Choose the correct question.,సరైన ప్రశ్నను ఎంచుకోండి.,Why you have been crying?,Why have you been crying?,Why are you been crying?,Why you cry?,B,The structure is WH-word + 'have' + Subject + 'been' + V-ing.,నిర్మాణం WH-word + 'have' + Subject + 'been' + V-ing.
29,mcq,Choose the correct question.,సరైన ప్రశ్నను ఎంచుకోండి.,What has he been doing?,What he has been doing?,What is he been doing?,What has he doing?,A,The structure is WH-word + 'has' + Subject + 'been' + V-ing.,నిర్మాణం WH-word + 'has' + Subject + 'been' + V-ing.
29,mcq,I can't smell anything. I ____ a cold all week.,నాకు ఏమీ వాసన రావడం లేదు. నాకు వారం రోజులుగా జలుబు ____.,have,am having,have had,have been having,C,"have' is a stative verb. We use Present Perfect Simple ('have had'), not continuous.","have' ఒక స్థితి క్రియ. మనం ప్రెజెంట్ పర్ఫెక్ట్ సింపుల్ ('have had') ఉపయోగిస్తాము, కంటిన్యూయస్ కాదు."
29,mcq,I ____ him for ten years. (Stative verb),నాకు అతను పదేళ్లుగా ____. (స్థితి క్రియ),am knowing,know,have been knowing,have known,D,know' is a stative verb. It is *not* used in continuous tenses. Use Present Perfect Simple.,know' ఒక స్థితి క్రియ. ఇది కంటిన్యూయస్ టెన్స్‌లలో *ఉపయోగించబడదు*. ప్రెజెంట్ పర్ఫెక్ట్ సింపుల్ ఉపయోగించండి.
29,mcq,Which verb is NOT usually used in continuous tenses?,ఏ క్రియ సాధారణంగా కంటిన్యూయస్ టెన్స్‌లలో ఉపయోగించబడదు?,work (పనిచేయు),play (ఆడు),eat (తిను),know (తెలుసు),D,"know', 'like', 'love', 'want', 'need', 'believe' are stative verbs.","know', 'like', 'love', 'want', 'need', 'believe' స్థితి క్రియలు."
29,mcq,I ____ here for an hour. (Stative verb 'be'),నేను ఇక్కడ గంటసేపటి నుండి ____. (స్థితి క్రియ 'be'),am,am being,have been,have been being,C,The Present Perfect of 'be' is 'have been'. We don't say 'have been being'.,be' యొక్క ప్రెజెంట్ పర్ఫెక్ట్ 'have been'. మనం 'have been being' అని చెప్పము.
29,mcq,What ____ (you / do) recently?,మీరు ఈ మధ్య ఏమి ____ (చేస్తున్నారు)?,are you doing,do you do,have you been doing,did you do,C,recently' or 'lately' is a keyword for this tense.,recently' లేదా 'lately' ఈ టెన్స్ కోసం ఒక కీలకపదం.
29,mcq,She ____ (not / study) much lately.,ఆమె ఈ మధ్య ఎక్కువగా ____ (చదవడం లేదు).,isn't studying,doesn't study,hasn't been studying,didn't study,C,lately' + duration = Present Perfect Continuous.,lately' + వ్యవధి = ప్రెజెంట్ పర్ఫెక్ట్ కంటిన్యూయస్.
29,mcq,You look tired. ____?,మీరు అలసిపోయినట్లు ఉన్నారు. ____?,Have you been working hard,Do you work hard,Are you working hard,Did you work hard,A,Asking about the *recent activity* that caused the *present result* (tired).,*ప్రస్తుత ఫలితం* (అలసట)కు కారణమైన *ఇటీవలి కార్యకలాపం* గురించి అడగడం.
29,mcq,It ____ (snow) since last night.,నిన్న రాత్రి నుండి ____ (మంచు కురుస్తూ) ఉంది.,is snowing,snows,has been snowing,snowed,C,since last night' gives the start time of a continuous action.,నిన్న రాత్రి నుండి' ఒక నిరంతర చర్య యొక్క ప్రారంభ సమయాన్ని ఇస్తుంది.
29,mcq,I ____ (try) to call you all morning!,నేను ఉదయం అంతా మీకు కాల్ చేయడానికి ____ (ప్రయత్నిస్తూ) ఉన్నాను!,am trying,try,have been trying,tried,C,all morning' is the duration of the activity.,ఉదయం అంతా' కార్యకలాపం యొక్క వ్యవధి.
29,mcq,How long ____ (it / rain)?,ఎంతసేపటి నుండి ____ (వర్షం కురుస్తూ) ఉంది?,is it raining,does it rain,has it been raining,did it rain,C,How long' asks for the duration.,How long' వ్యవధిని అడుగుతుంది.
30,mcq,He was tired because he ____ all day. (Duration before a past state),అతను అలసిపోయాడు ఎందుకంటే అతను రోజంతా ____. (గత స్థితికి ముందు జరిగిన వ్యవధి),worked,was working,has been working,had been working,D,Had been' + V-ing is used for an action (working) that was in progress for a duration *before* a past result (was tired).,Had been' + V-ing ఒక గత ఫలితం (అలసిపోయాడు) *ముందు* ఒక వ్యవధి పాటు జరుగుతున్న చర్య (పనిచేయడం) కోసం ఉపయోగించబడుతుంది.
30,mcq,She ____ for two hours *before* her friends arrived. (Duration before a past event),ఆమె స్నేహితులు రాక*ముందు* ఆమె రెండు గంటలుగా ____. (గత సంఘటనకు ముందు జరిగిన వ్యవధి),was studying,has been studying,had been studying,studied,C,Use Past Perfect Continuous for an action's duration (studying) *before* another past event (arrived).,మరో గత సంఘటన (వచ్చారు) *ముందు* ఒక చర్య యొక్క వ్యవధి (చదవడం) కోసం పాస్ట్ పర్ఫెక్ట్ కంటిన్యూయస్ ఉపయోగించండి.
30,mcq,They ____ for a long time when the bus finally came.,"బస్సు చివరకు వచ్చినప్పుడు, వారు చాలా సేపటి నుండి ____.",waited,were waiting,have been waiting,had been waiting,D,The 'waiting' was in progress for a duration *before* the 'bus came' (V2).,బస్సు వచ్చింది' (V2) *ముందు* 'వేచి ఉండటం' ఒక వ్యవధి పాటు జరుగుతూ ఉంది.
30,mcq,"It ____ for days, so the roads were flooded.","రోజుల తరబడి ____, కాబట్టి రోడ్లు మునిగిపోయాయి.",rained,was raining,has been raining,had been raining,D,The 'raining' (Action 1) happened for a duration *before* the past result (roads were flooded).,గత ఫలితం (రోడ్లు మునిగిపోయాయి) *ముందు* 'వర్షం పడటం' (చర్య 1) ఒక వ్యవధి పాటు జరిగింది.
30,mcq,I ____ (not) long before you called.,మీరు పిలవడానికి ముందు నేను చాలా సేపటి నుండి ____ (not).,wasn't waiting,haven't been waiting,hadn't been waiting,didn't wait,C,This is the negative form: 'hadn't been' + V-ing.,ఇది ప్రతికూల రూపం: 'hadn't been' + V-ing.
30,mcq,What is the structure of the Past Perfect Continuous?,పాస్ట్ పర్ఫెక్ట్ కంటిన్యూయస్ యొక్క నిర్మాణం ఏమిటి?,Have/Has + been + V-ing,Had + been + V-ing,Had + V3,Was/Were + V-ing,B,The structure is 'had' + 'been' + V-ing for all subjects.,నిర్మాణం అన్ని సబ్జక్ట్‌ల కోసం 'had' + 'been' + V-ing.
30,mcq,How long ____ you ____ before they arrived? (Question),వారు రాకముందు మీరు ఎంతసేపటి నుండి ____? (ప్రశ్న),were / waiting,have / been waiting,had / been waiting,did / wait,C,The question form is 'How long' + 'had' + Subject + 'been' + V-ing.,ప్రశ్న రూపం 'How long' + 'had' + Subject + 'been' + V-ing.
30,mcq,How long ____ she ____ before she found her keys? (Question),ఆమె తన తాళాలు కనుగొనడానికి ముందు ఎంతసేపటి నుండి ____? (ప్రశ్న),was / searching,has / been searching,had / been searching,did / search,C,Asks about the duration of 'searching' (Action 1) *before* 'found' (Action 2).,కనుగొంది' (చర్య 2) *ముందు* 'వెతకడం' (చర్య 1) యొక్క వ్యవధి గురించి అడుగుతుంది.
30,mcq,He had been driving ____ six hours.,అతను ఆరు గంటలు ____ డ్రైవింగ్ చేస్తున్నాడు.,for,since,at,on,A,for' is used with a *period of time* (duration).,for' ఒక *కాల వ్యవధి* (duration)తో ఉపయోగించబడుతుంది.
30,mcq,He had been driving ____ 6 AM.,అతను ఉదయం 6 గంటల ____ డ్రైవింగ్ చేస్తున్నాడు.,for,since,at,on,B,since' is used with a *start point* in time.,since' ఒక *ప్రారంభ స్థానం* (start point)తో ఉపయోగించబడుతుంది.
30,mcq,(CONTRAST) I ____ (work) right now.,(CONTRAST) నేను *ఇప్పుడే* ____ (పనిచేస్తూ) ఉన్నాను.,am working,have been working,had been working,was working,A,L13 (Present Cont.): 'right now' is the keyword for Present Continuous.,L13 (ప్రెజెంట్ కంటి.): 'right now' ప్రెజెంట్ కంటిన్యూయస్ కోసం కీలకపదం.
30,mcq,(CONTRAST) I *am* tired because I ____ (work) all day.,(CONTRAST) నేను *అలసిపోయాను* ఎందుకంటే నేను రోజంతా ____ (పనిచేస్తూ) ఉన్నాను.,am working,have been working,had been working,was working,B,"L29 (Pres. Perf. Cont.): The result is *now* ('am tired'), so the duration is 'have been working'.","L29 (ప్రె. పర్. కంటి.): ఫలితం *ఇప్పుడు* ('అలసిపోయాను'), కాబట్టి వ్యవధి 'have been working'."
30,mcq,(CONTRAST) I ____ (work) when he called.,(CONTRAST) అతను పిలిచినప్పుడు నేను ____ (పనిచేస్తూ) ఉన్నాను.,am working,have been working,had been working,was working,D,L14 (Past Cont.): The action was *in progress* *at* the moment he called.,L14 (పాస్ట్ కంటి.): అతను పిలిచిన *క్షణం*లో చర్య *జరుగుతూ* ఉంది.
30,mcq,(CONTRAST) I *was* tired because I ____ (work) all day.,(CONTRAST) నేను *అలసిపోయాను* ఎందుకంటే నేను రోజంతా ____ (పనిచేస్తూ) ఉన్నాను.,am working,have been working,had been working,was working,C,"L30 (Past Perf. Cont.): The result was *in the past* ('was tired'), so the duration is 'had been working'.","L30 (పాస్ట్ పర్. కంటి.): ఫలితం *గతంలో* ('అలసిపోయాను'), కాబట్టి వ్యవధి 'had been working'."
30,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,He had been wait for hours.,He had been waiting for hours.,He was been waiting for hours.,He had waiting for hours.,B,The structure is 'had' + 'been' + 'V-ing'.,నిర్మాణం 'had' + 'been' + 'V-ing'.
30,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,She had been ran.,She had been running.,She had running.,She was been running.,B,The V-ing of 'run' is 'running'.,run' యొక్క V-ing 'running'.
30,mcq,Choose the incorrect sentence.,తప్పు వాక్యాన్ని ఎంచుకోండి.,They had been studying.,He had been studying.,She had been studying.,We had studying.,D,This is incorrect. We must use 'been' after 'had'.,ఇది తప్పు. మనం 'had' తర్వాత 'been' ఉపయోగించాలి.
30,mcq,Choose the incorrect sentence.,తప్పు వాక్యాన్ని ఎంచుకోండి.,I had been living there.,You had been living there.,He have been living there.,He had been living there.,C,This is incorrect. We must use 'had' for all subjects.,ఇది తప్పు. మనం అన్ని సబ్జక్ట్‌ల కోసం 'had' ఉపయోగించాలి.
30,mcq,"When I found my keys, I ____ for them for an hour.","నేను నా తాళాలు కనుగొన్నప్పుడు, నేను గంటసేపటి నుండి వాటి కోసం ____.",searched,was searching,had been searching,have been searching,C,The 'searching' (Action 1) was in progress for a duration *before* 'I found' (Action 2).,I found' (చర్య 2) *ముందు* 'వెతకడం' (చర్య 1) ఒక వ్యవధి పాటు జరుగుతూ ఉంది.
30,mcq,His eyes were red because he ____.,అతని కళ్ళు ఎర్రగా ఉన్నాయి ఎందుకంటే అతను ____.,cried,was crying,has been crying,had been crying,D,The 'crying' (Action 1) happened for a duration *before* the past result (his eyes were red).,గత ఫలితం (అతని కళ్ళు ఎర్రగా ఉన్నాయి) *ముందు* 'ఏడవడం' (చర్య 1) ఒక వ్యవధి పాటు జరిగింది.
30,mcq,(CONTRAST) His eyes *are* red because he ____.,(CONTRAST) అతని కళ్ళు *ఎర్రగా* ఉన్నాయి ఎందుకంటే అతను ____.,cried,was crying,has been crying,had been crying,C,L29 (Pres. Perf. Cont.): The result is *now* ('are red').,L29 (ప్రె. పర్. కంటి.): ఫలితం *ఇప్పుడు* ('ఎర్రగా ఉన్నాయి').
30,mcq,"(CONTRAST) When I saw him, he ____.","(CONTRAST) నేను అతన్ని చూసినప్పుడు, అతను ____.",cried,was crying,has been crying,had been crying,B,L14 (Past Cont.): The action was *in progress* *at* the moment I saw him.,L14 (పాస్ట్ కంటి.): నేను అతన్ని చూసిన *క్షణం*లో చర్య *జరుగుతూ* ఉంది.
30,mcq,He ____ (play) chess for 5 hours before he finally won.,అతను చివరకు గెలవడానికి ముందు 5 గంటలుగా చెస్ ____.,played,was playing,had played,had been playing,D,This focuses on the *duration* of the activity ('for 5 hours') *before* the past event ('won').,ఇది గత సంఘటన ('గెలిచాడు') *ముందు* కార్యకలాపం యొక్క *వ్యవధి* ('5 గంటలుగా')పై దృష్టి పెడుతుంది.
30,mcq,(CONTRAST) He ____ (play) that move just before he won.,(CONTRAST) అతను గెలవడానికి కొద్దిసేపటి ముందు ఆ ఎత్తు ____.,played,was playing,had played,had been playing,C,L23 (Past Perfect Simple): This action was *completed* ('had played') *before* he won. Focus on completion.,L23 (పాస్ట్ పర్ఫెక్ట్ సింపుల్): ఈ చర్య అతను గెలవడానికి *ముందు* *పూర్తయింది* ('had played'). పూర్తి చేయడంపై దృష్టి.
30,mcq,We ____ (not) for long when it started to rain.,వర్షం మొదలైనప్పుడు మేము చాలా సేపటి నుండి ____ (not).,weren't walking,hadn't been walking,haven't been walking,didn't walk,B,The duration of 'walking' (Action 1) was happening *before* 'it started' (Action 2).,వర్షం మొదలైంది' (చర్య 2) *ముందు* 'నడక' (చర్య 1) యొక్క వ్యవధి జరుగుతూ ఉంది.
30,mcq,How long ____ (she / sleep) before the alarm rang?,అలారం మోగడానికి ముందు ఆమె ఎంతసేపటి నుండి ____ (నిద్రపోతూ) ఉంది?,was she sleeping,has she been sleeping,had she been sleeping,did she sleep,C,Asks for the *duration* (how long) *before* a past event (rang).,ఒక గత సంఘటన (మోగింది) *ముందు* *వ్యవధి* (ఎంతసేపు) అడుగుతుంది.
30,mcq,I ____ (drive) and I saw the accident.,నేను ____ (డ్రైవింగ్ చేస్తూ) ఉన్నాను మరియు నేను ప్రమాదాన్ని చూశాను.,drove,was driving,had been driving,had driven,B,L14 (Past Cont.): The 'driving' was the background action *when* I 'saw'.,L14 (పాస్ట్ కంటి.): నేను 'చూసినప్పుడు' 'డ్రైవింగ్' నేపథ్య చర్య.
30,mcq,"I ____ (drive) for 10 hours, so I was exhausted.","నేను 10 గంటలుగా ____ (డ్రైవింగ్ చేస్తూ) ఉన్నాను, కాబట్టి నేను అలసిపోయాను.",drove,was driving,had been driving,had driven,C,L30 (Past Perf. Cont.): The 'driving' (duration) is the *reason* for the *past state* ('was exhausted').,L30 (పాస్ట్ పర్. కంటి.): 'డ్రైవింగ్' (వ్యవధి) *గత స్థితి* ('అలసిపోయాను')కి *కారణం*.
30,mcq,He ____ (live) in London for 5 years before he moved.,అతను మారడానికి ముందు 5 సంవత్సరాలు లండన్‌లో ____ (నివసిస్తూ) ఉన్నాడు.,lived,was living,had been living,has been living,C,This emphasizes the *duration* ('for 5 years') *before* the past action ('moved').,ఇది గత చర్య ('మారాడు') *ముందు* *వ్యవధి* ('5 సంవత్సరాలుగా')ని నొక్కి చెబుతుంది.
30,mcq,(CONTRAST) He ____ (live) in London when the war began.,(CONTRAST) యుద్ధం ప్రారంభమైనప్పుడు అతను లండన్‌లో ____ (నివసిస్తూ) ఉన్నాడు.,lived,was living,had been living,has been living,B,L14 (Past Cont.): This was his situation *at the moment* the war began.,L14 (పాస్ట్ కంటి.): యుద్ధం ప్రారంభమైన *క్షణం*లో ఇది అతని పరిస్థితి.
30,mcq,"The V-ing form of 'lie' (e.g., on a bed) is...","lie' (ఉదా., మంచం మీద) యొక్క V-ing రూపం...",lieing,lying,leing,lay,B,lie -> lying,lie -> lying
30,mcq,The V-ing form of 'die' is...,die' యొక్క V-ing రూపం...,dieing,dying,deing,dead,B,die -> dying,die -> dying
30,mcq,The V-ing form of 'run' is...,run' యొక్క V-ing రూపం...,runing,running,raning,run,B,run -> running (double 'n'),run -> running (double 'n')
30,mcq,The V-ing form of 'write' is...,write' యొక్క V-ing రూపం...,writeing,writting,writing,wrote,C,write -> writing (drop 'e'),write -> writing (drop 'e')
30,mcq,"She ____ (wait) for him, but he never came.","ఆమె అతని కోసం ____ (వేచి ఉంది), కానీ అతను ఎప్పుడూ రాలేదు.",was waiting,had been waiting,waited,had waited,A,L14 (Past Cont.): 'was waiting' describes the ongoing past action that 'never came' interrupted or ended.,L14 (పాస్ట్ కంటి.): 'was waiting' 'ఎప్పుడూ రాలేదు' అంతరాయం కలిగించిన లేదా ముగించిన కొనసాగుతున్న గత చర్యను వివరిస్తుంది.
30,mcq,She ____ (wait) for an hour when she realized he wasn't coming.,"అతను రావడం లేదని ఆమె గ్రహించినప్పుడు, ఆమె గంటసేపటి నుండి ____ (వేచి ఉంది).",was waiting,had been waiting,waited,had waited,B,L30 (Past Perf. Cont.): 'for an hour' (duration) *before* she 'realized' (past event).,L30 (పాస్ట్ పర్. కంటి.): ఆమె 'గ్రహించింది' (గత సంఘటన) *ముందు* 'గంటసేపటి నుండి' (వ్యవధి).
30,mcq,My phone died because I ____ it for a long time.,నేను చాలా సేపటి నుండి దానిని ____ందువల్ల నా ఫోన్ ఆగిపోయింది.,wasn't charging,haven't been charging,hadn't been charging,didn't charge,C,The *past result* ('phone died') was because of the *prior duration of non-action* ('hadn't been charging').,*గత ఫలితం* ('ఫోన్ ఆగిపోయింది') *మునుపటి వ్యవధిలో చర్య లేకపోవడం* ('ఛార్జింగ్ చేయకపోవడం') కారణంగా జరిగింది.
30,mcq,"I ____ (feel) sick all day, so I went to the doctor.","నాకు రోజంతా అనారోగ్యంగా ____ (అనిపిస్తూ) ఉంది, కాబట్టి నేను డాక్టర్ దగ్గరకు వెళ్ళాను.",felt,was feeling,had been feeling,have been feeling,C,The 'feeling sick' (duration) is the *reason* for the *past action* ('went').,అనారోగ్యంగా అనిపించడం' (వ్యవధి) *గత చర్య* ('వెళ్ళాను')కి *కారణం*.
30,mcq,(CONTRAST) I ____ (feel) sick *while* I was at work.,(CONTRAST) నేను పనిలో ఉన్న*ప్పుడు* నాకు అనారోగ్యంగా ____ (అనిపిస్తూ) ఉంది.,felt,was feeling,had been feeling,have been feeling,B,L14 (Past Cont.): The feeling was *in progress at the same time* as the work.,L14 (పాస్ట్ కంటి.): పని *జరుగుతున్న అదే సమయం*లో భావన *జరుగుతూ* ఉంది.
30,mcq,(CONTRAST) I ____ (finish) my work *before* I went home.,(CONTRAST) నేను ఇంటికి వెళ్లడానికి *ముందే* నా పని ____ (పూర్తి చేశాను).,finished,was finishing,had finished,had been finishing,C,L23 (Past Perfect Simple): The focus is on the *completion* (V3) *before* the past action.,L23 (పాస్ట్ పర్ఫెక్ట్ సింపుల్): గత చర్య *ముందు* *పూర్తి చేయడం* (V3)పై దృష్టి.
30,mcq,(CONTRAST) I ____ (work) *before* I went home.,(CONTRAST) నేను ఇంటికి వెళ్లడానికి *ముందు* ____ (పనిచేస్తూ) ఉన్నాను.,worked,was working,had finished,had been working,D,L30 (Past Perf. Cont.): The focus is on the *duration* of the activity *before* the past action.,L30 (పాస్ట్ పర్. కంటి.): గత చర్య *ముందు* కార్యకలాపం యొక్క *వ్యవధి*పై దృష్టి.
30,mcq,He finally passed his exam because he ____ (take) classes for months.,అతను నెలల తరబడి తరగతులు ____ (తీసుకుంటూ) ఉన్నందువల్ల చివరకు తన పరీక్షలో ఉత్తీర్ణులయ్యారు.,took,was taking,had been taking,had taken,C,The *past result* ('passed') was because of the *prior duration of action* ('had been taking').,*గత ఫలితం* ('ఉత్తీర్ణులయ్యారు') *మునుపటి వ్యవధిలో చర్య* ('తీసుకుంటూ ఉండటం') కారణంగా జరిగింది.
30,mcq,"When I quit, I ____ (work) there for 10 years.","నేను మానేసినప్పుడు, నేను అక్కడ 10 సంవత్సరాలుగా ____ (పనిచేస్తూ) ఉన్నాను.",worked,was working,had been working,have been working,C,Emphasizes the *duration* ('for 10 years') *up to* the past event ('quit').,గత సంఘటన ('మానేశాను') *వరకు* *వ్యవధి* ('10 సంవత్సరాలుగా')ని నొక్కి చెబుతుంది.
30,mcq,Choose the correct question.,సరైన ప్రశ్నను ఎంచుకోండి.,Why he had been shouting?,Why had he been shouting?,Why was he been shouting?,Why he has been shouting?,B,The structure is WH-word + 'had' + Subject + 'been' + V-ing.,నిర్మాణం WH-word + 'had' + Subject + 'been' + V-ing.
30,mcq,"He ____ (not / pay) attention, so he didn't know the answer.","అతను శ్రద్ధ ____ (not / పెట్టలేదు), కాబట్టి అతనికి సమాధానం తెలియలేదు.",wasn't paying,hadn't been paying,didn't pay,hadn't paid,B,The *past result* ('didn't know') was because of the *prior ongoing non-action* ('hadn't been paying').,*గత ఫలితం* ('తెలియలేదు') *మునుపటి కొనసాగుతున్న అ-చర్య* ('శ్రద్ధ పెట్టకపోవడం') కారణంగా జరిగింది.
30,mcq,The Past Perfect Continuous focuses on a...,పాస్ట్ పర్ఫెక్ట్ కంటిన్యూయస్ ...పై దృష్టి పెడుతుంది...,completed action *before* a past event.,duration of an action *before* a past event.,duration of an action *before* the present.,action *in progress* *at* a past event.,B,Its main function is to show the *duration* (how long) before a past event.,ఒక గత సంఘటనకు ముందు *వ్యవధి* (ఎంతసేపు) చూపడం దీని ముఖ్య విధి.
30,mcq,(CONTRAST) The action *in progress* *at* 8 PM yesterday.,(CONTRAST) నిన్న రాత్రి 8 గంటలకు *జరుగుతున్న* చర్య.,Past Continuous,Past Perfect,Past Perfect Continuous,Present Perfect Cont.,A,This is the definition of the Past Continuous (L14).,ఇది పాస్ట్ కంటిన్యూయస్ (L14) యొక్క నిర్వచనం.
30,mcq,(CONTRAST) The action *in progress* *before* 8 PM yesterday.,(CONTRAST) నిన్న రాత్రి 8 గంటల *ముందు* *జరుగుతున్న* చర్య.,Past Continuous,Past Perfect,Past Perfect Continuous,Present Perfect Cont.,C,This is the definition of the Past Perfect Continuous (L30).,ఇది పాస్ట్ పర్ఫెక్ట్ కంటిన్యూయస్ (L30) యొక్క నిర్వచనం.
30,mcq,(CONTRAST) The action *in progress* *before* *now*.,(CONTRAST) *ఇప్పుడు* *ముందు* *జరుగుతున్న* చర్య.,Past Continuous,Past Perfect,Past Perfect Continuous,Present Perfect Cont.,D,This is the definition of the Present Perfect Continuous (L29).,ఇది ప్రెజెంట్ పర్ఫెక్ట్ కంటిన్యూయస్ (L29) యొక్క నిర్వచనం.
30,mcq,(CONTRAST) The action *completed* *before* 8 PM yesterday.,(CONTRAST) నిన్న రాత్రి 8 గంటల *ముందు* *పూర్తయిన* చర్య.,Past Continuous,Past Perfect Simple,Past Perfect Continuous,Present Perfect Cont.,B,This is the definition of the Past Perfect Simple (L23).,ఇది పాస్ట్ పర్ఫెక్ట్ సింపుల్ (L23) యొక్క నిర్వచనం.
31,mcq,"By next year, I ____ here for 10 years. (Duration up to a future point)","వచ్చే ఏడాది నాటికి, నేను ఇక్కడ 10 సంవత్సరాలుగా ____. (భవిష్యత్ స్థానం వరకు వ్యవధి)",will work,will be working,will have worked,will have been working,D,Will have been' + V-ing is used for the *duration* ('for 10 years') of an action *by* a future time ('By next year').,Will have been' + V-ing ఒక భవిష్యత్ సమయం ('వచ్చే ఏడాది నాటికి') నాటికి ఒక చర్య యొక్క *వ్యవధి* ('10 సంవత్సరాలుగా') కోసం ఉపయోగించబడుతుంది.
31,mcq,"By 8 PM, she ____ for three hours. (Duration up to a future point)","రాత్రి 8 గంటల నాటికి, ఆమె మూడు గంటలుగా ____. (భవిష్యత్ స్థానం వరకు వ్యవధి)",will be cooking,will have cooked,will have been cooking,will cook,C,This emphasizes the *duration* ('for three hours') of the action *by* the future deadline ('By 8 PM').,ఇది భవిష్యత్ గడువు ('రాత్రి 8 గంటల నాటికి') నాటికి చర్య యొక్క *వ్యవధి* ('మూడు గంటలుగా')ని నొక్కి చెబుతుంది.
31,mcq,"When he finishes this course, he ____ English for six months.","అతను ఈ కోర్సు పూర్తిచేసేసరికి, అతను ఆరు నెలలుగా ఇంగ్లీష్ ____.",will be learning,will have learned,will have been learning,will learn,C,This focuses on the *duration* ('for six months') of the learning *up to* the future event ('finishes this course').,ఇది భవిష్యత్ సంఘటన ('కోర్సు పూర్తిచేసేసరికి') *వరకు* నేర్చుకోవడం యొక్క *వ్యవధి* ('ఆరు నెలలుగా')పై దృష్టి పెడుతుంది.
31,mcq,"By the time you arrive, we ____ for a long time.","మీరు వచ్చేసరికి, మేము చాలా సేపటి నుండి ____.",will be waiting,will have waited,will have been waiting,will wait,C,Focuses on the *duration* ('for a long time') of the waiting *before* the future action ('arrive').,భవిష్యత్ చర్య ('వస్తారు') *ముందు* వేచి ఉండటం యొక్క *వ్యవధి* ('చాలా సేపటి నుండి')పై దృష్టి పెడుతుంది.
31,mcq,"In June, they ____ for 20 years.","జూన్‌లో, వారు 20 సంవత్సరాలుగా ____.",will be married,will have been married,will have been marrying,will marry,B,marry' is a tricky verb. We say 'will have been married' (state) not 'marrying' (action) for duration.,marry' ఒక గమ్మత్తైన క్రియ. వ్యవధి కోసం 'marrying' (చర్య) కాదు 'will have been married' (స్థితి) అని అంటాము.
31,mcq,What is the structure of the Future Perfect Continuous?,ఫ్యూచర్ పర్ఫెక్ట్ కంటిన్యూయస్ యొక్క నిర్మాణం ఏమిటి?,Will + be + V-ing,Will + have + V3,Will + have + been + V-ing,Had + been + V-ing,C,The structure is 'will have' + 'been' + V-ing.,నిర్మాణం 'will have' + 'been' + V-ing.
31,mcq,"By 10 PM, he ____ (not) for long. (Negative)","రాత్రి 10 గంటల నాటికి, అతను చాలా సేపటి నుండి ____ (not). (ప్రతికూలం)",won't be sleeping,won't have slept,won't have been sleeping,won't sleep,C,The negative is 'will not have been' or 'won't have been'.,ప్రతికూలం 'will not have been' లేదా 'won't have been'.
31,mcq,____ (he) for 10 hours by the time he lands? (Question),అతను దిగే సమయానికి 10 గంటలుగా ____ (అతను)? (ప్రశ్న),Will he be flying,Will he have flown,Will he have been flying,Will he fly,C,The question form is 'Will' + Subject + 'have been' + V-ing.,ప్రశ్న రూపం 'Will' + Subject + 'have been' + V-ing.
31,mcq,How long ____ you ____ by the end of this year? (Question),ఈ సంవత్సరం చివరి నాటికి మీరు ఎంతకాలంగా ____? (ప్రశ్న),will you be working,will you have worked,will you have been working,will you work,C,How long... by...' is the key question for this tense.,How long... by...' ఈ టెన్స్ కోసం ముఖ్య ప్రశ్న.
